sr,rr,t,lm,bo,rem,nr,hr,sl
97.75808960199356,28.10132920742035,88.86668103933334,16.913478314876556,92.04393130540848,104.96126621961594,0.538011934608221,75.44283449649811,3
73.02644193172455,25.637224078178406,96.34563183784485,15.568903923034668,96.60003972053528,103.74376595020294,6.080016374588013,75.99363148212433,2
67.7305169403553,11.98958569765091,98.9230272769928,3.8288163635879755,96.99876171350479,40.30218556523323,8.690052509307861,42.07638323307037,0
94.49613690376282,25.14847457408905,89.14270913600922,18.159484207630157,88.46038383245468,104.91926550865173,5.629213213920593,80.05301386117935,3
74.80334490537643,21.875909686088562,95.1743266582489,12.13667505979538,92.9719443321228,101.74030601978302,4.849406540393829,60.28200998902321,2
46.368936682119966,12.192102015018463,98.76907098293304,6.4679020792245865,96.82601135969162,100.53045004606247,3.0986053347587585,64.7817750275135,1
98.72227370738983,29.24522054195404,81.70871284604073,17.69636505842209,71.144127368927,104.90282893180847,3.5577791333198547,82.3935067653656,4
56.30783163011074,10.921950280666351,98.39507961273193,-2.4606766402721405,96.98828589916229,83.23701202869415,8.340112209320068,40.20767390727997,0
99.16936546564102,29.23930251598358,79.86484450101852,18.838196635246277,90.81105482578278,104.99485284090042,0.014395436737686396,83.50524574518204,4
50.90130526572466,19.485017389059067,98.83849513530731,3.676243318244815,96.89022076129913,100.96035987138748,5.836968541145325,59.85428303480148,1
97.15745091438293,28.92034411430359,81.43337839841843,17.120528757572174,89.80257016420364,104.9073189496994,3.7946077287197113,79.72275972366333,4
54.491444528102875,17.103528574109077,94.44323766231537,12.456722497940063,94.41456419229507,102.89872527122498,0.36424287781119347,72.92441695928574,2
93.37441951036453,23.768347024917603,86.72622786462307,17.113795518875122,86.51871663331985,104.98610615730286,4.012887507677078,72.7505874633789,3
45.285369551274925,14.771627321839333,98.51629483699799,3.4092758744955063,96.90113735198975,93.0384823679924,7.074013531208038,51.79651349782944,1
99.0613141655922,29.517022490501404,78.81135034561157,18.55421417951584,84.64017254114151,104.93647187948227,3.365017890930176,81.96177542209625,4
51.04926850646734,20.52589923143387,93.46392369270325,14.50084114074707,94.74841606616974,99.41464841365814,-1.2732544094324112,63.82324278354645,2
40.59161063283682,16.966639801859856,98.4624902009964,-0.08362388610839844,96.6598082780838,67.51658968627453,6.108975648880005,53.87652214616537,1
99.29265409708023,27.708216905593872,76.90929245948792,17.35850864648819,86.48968663811684,104.99110043048859,1.698833405971527,81.48412972688675,4
43.30030311830342,25.507720112800598,94.21368551254272,13.799702763557434,91.57640528678894,104.29428398609161,4.949884235858917,70.74537009000778,2
65.51621437072754,12.504232197999954,98.89607572555542,6.7326273918151855,96.95703279972076,75.93173414468765,6.990018546581268,71.34320378303528,1
35.47748662531376,11.773043274879456,98.86902403831482,-3.0998363196849823,96.98766273260117,47.232844680547714,7.23337322473526,38.04464355111122,0
73.30237597227097,24.623243927955627,93.59747314453125,13.066023826599121,91.70444321632385,98.43070685863495,0.34322887659072876,77.88722664117813,2
99.19834852218628,26.793949484825134,79.35664945840836,18.75429266691208,90.0218505859375,104.98733460903168,-1.324872449040413,83.94345045089722,4
84.42039906978607,18.608125030994415,94.35262477397919,9.9813891351223,94.61238157749176,104.5484447479248,1.631166234612465,70.3456175327301,2
66.78316175937653,24.49562418460846,94.03862977027893,10.642988622188568,95.38197886943817,104.36693161725998,5.791212737560272,64.26302775740623,2
99.01818543672562,29.090096831321716,82.66025874018669,18.788937866687775,89.39679217338562,104.98678743839264,5.275886356830597,83.1707775592804,4
49.79964628815651,22.475106060504913,93.17498183250427,13.784687757492065,92.42327344417572,101.93878948688507,2.8290334045886993,73.1571763753891,2
43.86176470667124,9.424510300159454,98.5874571800232,-4.77944678068161,96.9951782822609,36.59721940755844,7.670537352561951,37.082127779722214,0
94.31050568819046,26.71640682220459,86.06310124695301,16.927357852458954,93.06944352388382,104.92931574583054,3.0354833006858826,75.7278522849083,3
67.14624986052513,14.067446798086166,98.83314037322998,9.722872018814087,96.97281581163406,89.71907705068588,6.634497106075287,63.48266318440437,1
98.31752061843872,28.799899101257324,78.43438535928726,18.830926954746246,90.37107419967651,104.74542886018753,3.3052673935890198,84.01479095220566,4
91.34972304105759,19.94343262910843,97.3918548822403,13.105825126171112,95.06858777999878,103.35571467876434,3.832771271467209,71.57492637634277,2
93.57931703329086,27.83915865421295,87.65008735656738,17.441386222839355,90.20046782493591,104.9892845749855,0.030690818326547742,78.30557107925415,3
96.72580629587173,26.236208081245422,88.33479636907578,16.69165337085724,93.1252012848854,104.87517267465591,-1.2771137058734894,76.91320568323135,3
68.91182318329811,15.826623566448689,98.83631801605225,7.026298210024834,96.79996889829636,100.45099228620529,5.13278192281723,59.394216388463974,1
95.79037249088287,27.122019410133362,88.66311079263687,18.001275897026062,88.52040719985962,104.97047424316406,1.6582041084766388,74.25486922264099,3
55.01539170742035,15.075711593031883,98.8498204946518,-2.437307894229889,96.94545817375183,58.38018899783492,8.149458646774292,42.13368698954582,0
70.40354743599892,17.66863475739956,98.89342296123505,8.621452391147614,96.94754314422607,103.11727434396744,7.302684187889099,70.17341732978821,1
92.93354660272598,25.431987404823303,84.97491960925981,17.641537129878998,89.93260455131531,104.89734649658203,2.3824316561222076,78.04923176765442,3
62.26190164685249,18.48657414317131,92.06681895256042,11.464446872472763,95.4600955247879,104.21886295080185,-2.215563118457794,70.11631071567535,2
49.55534249544144,9.04732209444046,98.96606731414795,-0.9670746922492981,96.99791413545609,54.36318285763264,8.542733788490295,41.27401486039162,0
98.62630933523178,29.35034143924713,75.83057534694672,18.787009358406067,82.51148440688848,104.99781668186188,4.6373167634010315,82.655149102211,4
65.17913267016411,8.929006218910217,97.68174469470978,-0.8234084248542786,96.99458283185959,34.96482700109482,6.574636101722717,39.24620434641838,0
89.41381484270096,18.782695531845093,96.06500792503357,11.072254717350006,94.400623857975,98.0224022269249,3.945327490568161,77.06792384386063,2
79.05824184417725,20.912265717983246,96.22352039813995,11.220584452152252,93.478251516819,104.11715090274811,3.483461558818817,64.11942571401596,2
99.28320616483688,29.629678606987,80.7482613325119,18.97814804315567,89.15703263878822,104.99578893184662,4.747927308082581,83.8452672958374,4
95.99946945905685,27.189643621444702,89.47770094871521,18.685002267360687,92.19711762666702,104.99652922153473,4.167607516050339,82.7326437830925,3
61.07367008924484,17.30878871679306,98.53888630867004,12.24118286371231,96.77160722017288,86.85050815343857,7.535137832164764,44.94695648550987,1
96.85105860233307,26.63189470767975,91.03298771381378,17.825993537902832,91.94539767503738,104.83038514852524,4.335692971944809,79.97166603803635,3
53.02744694054127,9.642134189605713,98.93068933486938,7.109282404184341,96.87405866384506,82.40581825375557,4.734259843826294,51.12360116094351,1
38.89472495764494,21.455376863479614,97.69971489906311,6.736122980713844,96.91344511508942,86.43615782260895,7.444044649600983,46.58049687743187,1
98.82595837116241,26.819158673286438,74.66444802284241,18.279695451259613,78.87362141907215,104.98022675514221,0.033374469028785825,82.87071228027344,4
78.24362814426422,7.31351363658905,98.80597853660583,10.338346898555756,96.9395215511322,101.27822309732437,6.152970850467682,68.76034885644913,1
95.12632578611374,26.592884302139282,80.1910919547081,16.80197709798813,91.5866110920906,104.83825743198395,2.6593654453754425,77.0401382446289,3
75.38495987653732,20.723926544189453,95.67844700813293,10.46397352218628,94.21608608961105,101.64774566888809,3.251424729824066,69.14319723844528,2
70.98932579159737,16.855126172304153,98.92299139499664,7.173655644059181,96.99206334352493,101.31812632083893,7.625988006591797,54.242885671555996,1
81.23125314712524,15.928747997619212,98.88695251941681,7.212050572037697,96.99159216880798,90.92489629983902,8.26884001493454,43.20987567305565,0
88.23285609483719,22.945971727371216,98.83282661437988,13.321620464324951,94.78667867183685,97.56361842155457,1.667188972234726,67.1254388988018,2
64.27394896745682,26.134361624717712,96.61733365058899,13.367865324020386,96.18684005737305,104.61134254932404,3.981509953737259,78.43913972377777,2
76.86048954725266,17.044083684682846,98.67677414417267,13.113168120384216,96.94748502969742,94.80804294347763,8.581879556179047,52.26887885481119,1
57.92805694043636,20.437838971614838,98.9533851146698,-0.5127125084400177,96.97296512126923,64.57300778478384,7.266765654087067,45.5521173030138,0
68.39642405509949,20.78226149082184,98.32831907272339,5.969023942947388,96.99205976724625,97.82404482364655,6.6132583022117615,56.58763200044632,1
98.83672744035721,28.383084654808044,77.7705329656601,18.472544491291046,91.28679913282394,104.64599937200546,0.135709835216403,80.83497017621994,4
77.76336044073105,20.51686280965805,98.09908902645111,11.14426264166832,96.85277980566025,96.47920399904251,7.103979170322418,52.53406349569559,1
78.86428385972977,22.639456033706665,96.10005629062653,13.353764057159424,96.02377337217331,99.57763820886612,4.6329962611198425,68.93580138683319,2
24.636273682117462,12.115116357803345,98.95109367370605,-1.2901548147201538,96.99735981225967,85.66737502813339,8.764747738838196,34.93138179183006,0
98.69480192661285,29.089382529258728,85.00204365700483,17.929153978824615,94.03183889389038,104.99140083789825,1.1858677715063095,83.08159619569778,4
60.36917790770531,15.342343457043171,98.78495919704437,7.3130645751953125,96.95666712522507,57.937525771558285,5.211533188819885,58.23022894561291,1
74.14921164512634,23.461268067359924,98.8981226682663,9.074979066848755,96.98980849981308,103.3634501695633,7.722575426101685,69.99735355377197,1
57.96009041368961,22.24926894903183,98.80257976055145,16.420324683189392,96.94430035352707,101.06943726539612,8.067576169967651,67.0649641752243,1
99.31313663721085,28.596912145614624,73.20869624614716,18.667885303497314,74.79620036482811,104.96148347854614,4.21086323261261,82.58911788463593,4
85.94024419784546,18.7546264231205,96.5910313129425,7.009637221693993,95.24487507343292,101.08612060546875,2.5481876134872437,60.49074098467827,2
78.28148543834686,12.51850613951683,98.368701338768,0.5607084333896637,96.38138157129288,71.71821713447571,5.341149866580963,47.03875221312046,1
65.73651641607285,9.833850860595703,98.7002501487732,-3.9580166935920715,96.97912257909775,42.35943719744682,7.869437098503113,28.578469157218933,0
98.4366163611412,26.18609595298767,88.31441435217857,18.19615089893341,93.46482795476913,104.99786496162415,3.9073844254016876,82.91952639818192,3
91.46474391222,26.99951410293579,97.49524760246277,16.897010445594788,88.4475280046463,104.83870267868042,2.6861202120780945,77.04164236783981,3
20.213798880577087,15.719745103269815,98.8471451997757,0.1966240406036377,96.75483357906342,98.6286136507988,6.396807789802551,55.095433816313744,1
98.4245491027832,27.263689041137695,93.57492756843567,18.260101914405823,94.59075939655304,104.92650210857391,3.4316984117031097,83.01634103059769,3
68.57783615589142,23.291186571121216,98.95902359485626,8.43656638264656,96.98696178197861,101.94583296775818,7.434994339942932,57.446602657437325,1
79.96531218290329,21.057653725147247,95.1815973520279,13.74187433719635,95.20982754230499,104.03552860021591,3.8210518956184387,67.40317180752754,2
53.21029245853424,17.51751272380352,98.5867178440094,0.7493888735771179,96.65086221694946,88.12611043453217,7.207733988761902,56.6686100512743,1
98.10270965099335,28.464480876922607,81.14857214689255,16.928470075130463,86.00187373161316,104.96777057647705,-1.0331337377429008,83.58716517686844,4
61.98562830686569,10.300481617450714,98.88369810581207,6.170824408531189,96.99583721160889,41.628079265356064,8.277495503425598,34.467081278562546,0
93.721524477005,26.190510272979736,82.10115924477577,18.112778902053833,92.0660988688469,104.96679425239563,5.064048707485199,79.06792789697647,3
52.838948890566826,21.834425926208496,98.86040151119232,9.20404651761055,96.98961180448532,101.36870205402374,6.288321018218994,49.45348460227251,1
99.47690844535828,29.404791116714478,82.038749396801,18.697659611701965,88.02585256099701,104.99896466732025,6.8461931347846985,83.1691586971283,4
98.32262814044952,28.909669637680054,89.84601545333862,18.2201566696167,84.99865916371346,104.97068345546722,3.931453227996826,79.59335505962372,3
40.043622367084026,11.921189606189728,98.1012794971466,-5.825208783149719,96.97264325618744,35.76534032821655,7.107628583908081,40.34116327762604,0
76.31680727005005,17.10521137714386,98.81035780906677,5.57413337379694,96.95142251253128,87.25750654935837,8.198904633522034,54.53690551221371,1
98.94375920295715,29.056329369544983,84.25897826254368,18.607251286506653,89.82579362392426,104.89612340927124,1.3159456551074982,83.43776047229767,4
97.65780121088028,27.608644366264343,79.7640974521637,18.554350078105927,82.03165191737935,104.95263487100601,0.2375078648328781,81.23546332120895,4
70.2657000720501,13.038518875837326,98.88717448711395,5.837937235832214,96.04344022274017,95.74199348688126,5.68011349439621,42.618647813797,1
58.39525751769543,12.535289108753204,98.90715909004211,3.2898641526699066,96.9954903125763,59.74077981663868,8.023144841194153,50.583867030218244,0
